Recipient / Grantee,Wave/Round,Term,Amount (Token),Amount (USD)
Ledgerback Digital Commons Research Cooperative,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$59.98
Delta Dao- A Web3 Educational Initiative for Girls,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$55.61
Protector,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$53.48
Greenpill Kenya,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$48.79
WAMO 2023 Chiangmai,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$44.54
refi node ile-ife Nigeria,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$39.48
Empowering Web3 Education with GetCrypto Card Game,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$27.74
Learn Self-Custody with irish,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$25.29
Unknown blog,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$23.04
inDemniFi Crypto,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$6.99
